MCQID,ID,country,prompt,choices,choice_countries,answer_idx,full_res,final_ans,iteration,persona,reasoning
New-as-80_94,New-as-80,Azerbaijan,"What type of clothing do people from Azerbaijan wear during traditional festivals? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. as usual
B. casual clothes
C. formal
D. traditional clothing

Answer:","{
    ""A"": ""as usual"",
    ""B"": ""casual clothes"",
    ""C"": ""formal"",
    ""D"": ""traditional clothing""
}","{
    ""A"": ""China"",
    ""B"": ""Iran"",
    ""C"": ""US"",
    ""D"": ""Azerbaijan""
}",D,D,D,1,,
New-en-79_3373,New-en-79,Azerbaijan,"Which region of Azerbaijan is well known for its theatrical performances? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. baku
B. jorhat
C. new york city
D. pyongyang

Answer:","{
    ""A"": ""baku"",
    ""B"": ""jorhat"",
    ""C"": ""new york city"",
    ""D"": ""pyongyang""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""Assam"",
    ""C"": ""US"",
    ""D"": ""North_Korea""
}",A,A,A,1,,
New-ha-07_2882,New-ha-07,Azerbaijan,"What food originated from Azerbaijan and can be found all over the world? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. fried rice
B. gimchi
C. not-applicable
D. pork belly

Answer:","{
    ""A"": ""fried rice"",
    ""B"": ""gimchi"",
    ""C"": ""not-applicable"",
    ""D"": ""pork belly""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""North_Korea"",
    ""C"": ""Azerbaijan"",
    ""D"": ""South_Korea""
}",C,C,C,1,,
Sa-en-37_1007,Sa-en-37,Azerbaijan,"What is the most popular family boardgame in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. carrom
B. halli galli
C. loto
D. trump

Answer:","{
    ""A"": ""carrom"",
    ""B"": ""halli galli"",
    ""C"": ""loto"",
    ""D"": ""trump""
}","{
    ""A"": ""Assam"",
    ""B"": ""South_Korea"",
    ""C"": ""Azerbaijan"",
    ""D"": ""North_Korea""
}",C,C,C,1,,
Th-en-24_5219,Th-en-24,Azerbaijan,"What region in Azerbaijan is a major hub for tech workers and start ups? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. baku
B. bandung
C. kano
D. mexico city

Answer:","{
    ""A"": ""baku"",
    ""B"": ""bandung"",
    ""C"": ""kano"",
    ""D"": ""mexico city""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""West_Java"",
    ""C"": ""Northern_Nigeria"",
    ""D"": ""Mexico""
}",A,A,A,1,,
New-ha-13_1798,New-ha-13,Azerbaijan,"Which is the most popular vegetable in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. carrots
B. cucumber
C. mustard greens
D. water spinach

Answer:","{
    ""A"": ""carrots"",
    ""B"": ""cucumber"",
    ""C"": ""mustard greens"",
    ""D"": ""water spinach""
}","{
    ""A"": ""UK"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Assam"",
    ""D"": ""West_Java""
}",B,B,B,1,,
New-en-76_1473,New-en-76,Azerbaijan,"Which airport in Azerbaijan is the busiest during the holiday season? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. bole
B. heathrow
C. heydar aliyev airport
D. houari boumediene

Answer:","{
    ""A"": ""bole"",
    ""B"": ""heathrow"",
    ""C"": ""heydar aliyev airport"",
    ""D"": ""houari boumediene""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""UK"",
    ""C"": ""Azerbaijan"",
    ""D"": ""Algeria""
}",C,C,C,1,,
Ji-ko-40_145,Ji-ko-40,Azerbaijan,"What do high school students typically do during break time in schools in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. chat
B. drink tea
C. spend time with their classmates
D. to eat

Answer:","{
    ""A"": ""chat"",
    ""B"": ""drink tea"",
    ""C"": ""spend time with their classmates"",
    ""D"": ""to eat""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""Ethiopia"",
    ""C"": ""Greece"",
    ""D"": ""Spain""
}",A,C,C,1,,
New-ch-23_207,New-ch-23,Azerbaijan,"Who is the most famous table tennis player in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. desmond douglas
B. he zhi wen
C. ma long
D. not-applicable

Answer:","{
    ""A"": ""desmond douglas"",
    ""B"": ""he zhi wen"",
    ""C"": ""ma long"",
    ""D"": ""not-applicable""
}","{
    ""A"": ""UK"",
    ""B"": ""Spain"",
    ""C"": ""China"",
    ""D"": ""Azerbaijan""
}",D,D,D,1,,
Th-en-44_1054,Th-en-44,Azerbaijan,"What is Azerbaijan's most popular food for family meals on weekends? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. azerbaijani rice
B. duck meat with ash gourd
C. hot pot
D. paella

Answer:","{
    ""A"": ""azerbaijani rice"",
    ""B"": ""duck meat with ash gourd"",
    ""C"": ""hot pot"",
    ""D"": ""paella""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""Assam"",
    ""C"": ""China"",
    ""D"": ""Spain""
}",A,B,B,1,,
Sa-en-6_685,Sa-en-6,Azerbaijan,"What is the most popular takeaway food in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. doner kebab
B. malatang
C. padang rice
D. sandwich

Answer:","{
    ""A"": ""doner kebab"",
    ""B"": ""malatang"",
    ""C"": ""padang rice"",
    ""D"": ""sandwich""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""China"",
    ""C"": ""Indonesia"",
    ""D"": ""Mexico""
}",A,A,A,1,,
New-en-87_5545,New-en-87,Azerbaijan,"What is the most famous historic landmark in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. axum
B. maiden tower
C. timgad
D. white house

Answer:","{
    ""A"": ""axum"",
    ""B"": ""maiden tower"",
    ""C"": ""timgad"",
    ""D"": ""white house""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Algeria"",
    ""D"": ""US""
}",B,B,B,1,,
Kik-in-36_897,Kik-in-36,Azerbaijan,"Who is the most popular soccer coach in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. gurban gurbanov
B. miguel herrera
C. rabah saâdane
D. sewnet bishaw

Answer:","{
    ""A"": ""gurban gurbanov"",
    ""B"": ""miguel herrera"",
    ""C"": ""rabah saâdane"",
    ""D"": ""sewnet bishaw""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""Mexico"",
    ""C"": ""Algeria"",
    ""D"": ""Ethiopia""
}",A,A,A,1,,
New-gr-76_397,New-gr-76,Azerbaijan,"What is the most common food served during Easter in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. chicken stew
B. egg
C. kulich
D. pilau

Answer:","{
    ""A"": ""chicken stew"",
    ""B"": ""egg"",
    ""C"": ""kulich"",
    ""D"": ""pilau""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""South_Korea"",
    ""C"": ""Azerbaijan"",
    ""D"": ""Assam""
}",C,B,B,1,,
Sa-en-6_680,Sa-en-6,Azerbaijan,"What is the most popular takeaway food in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. doner kebab
B. indian
C. sandwich
D. souvlaki

Answer:","{
    ""A"": ""doner kebab"",
    ""B"": ""indian"",
    ""C"": ""sandwich"",
    ""D"": ""souvlaki""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""UK"",
    ""C"": ""Mexico"",
    ""D"": ""Greece""
}",A,A,A,1,,
New-en-87_5365,New-en-87,Azerbaijan,"What is the most famous historic landmark in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. great wall
B. maiden tower
C. rang ghar
D. the alhambra

Answer:","{
    ""A"": ""great wall"",
    ""B"": ""maiden tower"",
    ""C"": ""rang ghar"",
    ""D"": ""the alhambra""
}","{
    ""A"": ""China"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Assam"",
    ""D"": ""Spain""
}",B,B,B,1,,
New-en-87_5644,New-en-87,Azerbaijan,"What is the most famous historic landmark in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. angel of independence
B. axum
C. geumgang mountatin
D. maiden tower

Answer:","{
    ""A"": ""angel of independence"",
    ""B"": ""axum"",
    ""C"": ""geumgang mountatin"",
    ""D"": ""maiden tower""
}","{
    ""A"": ""Mexico"",
    ""B"": ""Ethiopia"",
    ""C"": ""North_Korea"",
    ""D"": ""Azerbaijan""
}",D,D,D,1,,
Th-en-19_3558,Th-en-19,Azerbaijan,"What is a city or region in Azerbaijan known for manufacturing industry? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. catalonia
B. monterrey
C. shenzhen
D. sumgait

Answer:","{
    ""A"": ""catalonia"",
    ""B"": ""monterrey"",
    ""C"": ""shenzhen"",
    ""D"": ""sumgait""
}","{
    ""A"": ""Spain"",
    ""B"": ""Mexico"",
    ""C"": ""China"",
    ""D"": ""Azerbaijan""
}",D,D,D,1,,
Th-en-51_123,Th-en-51,Azerbaijan,"Which subject is considered the most important for students in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. chinese literature
B. culinary arts
C. mathematics
D. technology research

Answer:","{
    ""A"": ""chinese literature"",
    ""B"": ""culinary arts"",
    ""C"": ""mathematics"",
    ""D"": ""technology research""
}","{
    ""A"": ""China"",
    ""B"": ""dummy"",
    ""C"": ""Azerbaijan"",
    ""D"": ""Ethiopia""
}",C,C,C,1,,
Na-ko-33_610,Na-ko-33,Azerbaijan,"What symbolic food do people from Azerbaijan eat on (Lunar) New Year? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. azerbaijani rice
B. black eyed peas
C. dumplings
D. not-applicable

Answer:","{
    ""A"": ""azerbaijani rice"",
    ""B"": ""black eyed peas"",
    ""C"": ""dumplings"",
    ""D"": ""not-applicable""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""US"",
    ""C"": ""China"",
    ""D"": ""Iran""
}",A,C,C,1,,
New-en-87_5555,New-en-87,Azerbaijan,"What is the most famous historic landmark in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. borobudur temple.
B. geumgang mountatin
C. maiden tower
D. white house

Answer:","{
    ""A"": ""borobudur temple."",
    ""B"": ""geumgang mountatin"",
    ""C"": ""maiden tower"",
    ""D"": ""white house""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""North_Korea"",
    ""C"": ""Azerbaijan"",
    ""D"": ""US""
}",C,C,C,1,,
New-pe-76_263,New-pe-76,Azerbaijan,"What is a popular activity to do in parks in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. hanging out
B. riding a bicycle
C. square dance
D. walking

Answer:","{
    ""A"": ""hanging out"",
    ""B"": ""riding a bicycle"",
    ""C"": ""square dance"",
    ""D"": ""walking""
}","{
    ""A"": ""West_Java"",
    ""B"": ""Northern_Nigeria"",
    ""C"": ""China"",
    ""D"": ""Azerbaijan""
}",D,B,B,1,,
New-pe-53_365,New-pe-53,Azerbaijan,"What gifts do fathers get on Father's Day (or Parents' Day) in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. a drawing
B. perfume
C. tools
D. wallet

Answer:","{
    ""A"": ""a drawing"",
    ""B"": ""perfume"",
    ""C"": ""tools"",
    ""D"": ""wallet""
}","{
    ""A"": ""Spain"",
    ""B"": ""Azerbaijan"",
    ""C"": ""US"",
    ""D"": ""Mexico""
}",B,C,C,1,,
Th-en-24_5299,Th-en-24,Azerbaijan,"What region in Azerbaijan is a major hub for tech workers and start ups? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. baku
B. bandung
C. kano
D. madrid

Answer:","{
    ""A"": ""baku"",
    ""B"": ""bandung"",
    ""C"": ""kano"",
    ""D"": ""madrid""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""West_Java"",
    ""C"": ""Northern_Nigeria"",
    ""D"": ""Spain""
}",A,A,A,1,,
New-en-87_5382,New-en-87,Azerbaijan,"What is the most famous historic landmark in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. gyeongju historic areas
B. maiden tower
C. the alhambra
D. white house

Answer:","{
    ""A"": ""gyeongju historic areas"",
    ""B"": ""maiden tower"",
    ""C"": ""the alhambra"",
    ""D"": ""white house""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Spain"",
    ""D"": ""US""
}",B,B,B,1,,
New-en-76_1519,New-en-76,Azerbaijan,"Which airport in Azerbaijan is the busiest during the holiday season? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. bole
B. heydar aliyev airport
C. houari boumediene
D. mehrabad

Answer:","{
    ""A"": ""bole"",
    ""B"": ""heydar aliyev airport"",
    ""C"": ""houari boumediene"",
    ""D"": ""mehrabad""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Algeria"",
    ""D"": ""Iran""
}",B,B,B,1,,
New-in-03_2650,New-in-03,Azerbaijan,"What type of food from Azerbaijan is typically served in restaurants overseas? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. burgers
B. dolma
C. fish & chips
D. fried noodles

Answer:","{
    ""A"": ""burgers"",
    ""B"": ""dolma"",
    ""C"": ""fish & chips"",
    ""D"": ""fried noodles""
}","{
    ""A"": ""US"",
    ""B"": ""Azerbaijan"",
    ""C"": ""UK"",
    ""D"": ""China""
}",B,B,B,1,,
Th-en-24_4945,Th-en-24,Azerbaijan,"What region in Azerbaijan is a major hub for tech workers and start ups? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. algiers
B. baku
C. jakarta
D. london

Answer:","{
    ""A"": ""algiers"",
    ""B"": ""baku"",
    ""C"": ""jakarta"",
    ""D"": ""london""
}","{
    ""A"": ""Algeria"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Indonesia"",
    ""D"": ""UK""
}",B,B,B,1,,
Th-en-48_476,Th-en-48,Azerbaijan,"What is the highest grade given to top-achieving high school students on assignments and exams in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 1
B. 10
C. 20
D. 5

Answer:","{
    ""A"": ""1"",
    ""B"": ""10"",
    ""C"": ""20"",
    ""D"": ""5""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Spain"",
    ""C"": ""Iran"",
    ""D"": ""Azerbaijan""
}",D,D,D,1,,
Nu-in-40_4290,Nu-in-40,Azerbaijan,"Which city is the main destination for job seekers in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. algiers
B. baku
C. jakarta
D. madrid

Answer:","{
    ""A"": ""algiers"",
    ""B"": ""baku"",
    ""C"": ""jakarta"",
    ""D"": ""madrid""
}","{
    ""A"": ""Algeria"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Indonesia"",
    ""D"": ""Spain""
}",B,B,B,1,,
Ji-ko-07_2521,Ji-ko-07,Azerbaijan,"What is the most famous private company in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. Google
B. dangote company
C. midroc
D. pasha holding

Answer:","{
    ""A"": ""Google"",
    ""B"": ""dangote company"",
    ""C"": ""midroc"",
    ""D"": ""pasha holding""
}","{
    ""A"": ""US"",
    ""B"": ""Northern_Nigeria"",
    ""C"": ""Ethiopia"",
    ""D"": ""Azerbaijan""
}",D,D,D,1,,
Nu-in-40_4373,Nu-in-40,Azerbaijan,"Which city is the main destination for job seekers in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. abuja
B. baku
C. jakarta
D. tehran

Answer:","{
    ""A"": ""abuja"",
    ""B"": ""baku"",
    ""C"": ""jakarta"",
    ""D"": ""tehran""
}","{
    ""A"": ""Northern_Nigeria"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Indonesia"",
    ""D"": ""Iran""
}",B,B,B,1,,
Th-en-19_3587,Th-en-19,Azerbaijan,"What is a city or region in Azerbaijan known for manufacturing industry? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. catalonia
B. dibrugarh
C. isfahan
D. sumgait

Answer:","{
    ""A"": ""catalonia"",
    ""B"": ""dibrugarh"",
    ""C"": ""isfahan"",
    ""D"": ""sumgait""
}","{
    ""A"": ""Spain"",
    ""B"": ""Assam"",
    ""C"": ""Iran"",
    ""D"": ""Azerbaijan""
}",D,D,D,1,,
New-ha-09_1180,New-ha-09,Azerbaijan,"What cooking utensil is most commonly used in Azerbaijan? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. fork
B. knife
C. oil
D. plate

Answer:","{
    ""A"": ""fork"",
    ""B"": ""knife"",
    ""C"": ""oil"",
    ""D"": ""plate""
}","{
    ""A"": ""Mexico"",
    ""B"": ""North_Korea"",
    ""C"": ""Northern_Nigeria"",
    ""D"": ""Azerbaijan""
}",D,A,A,1,,
