MCQID,ID,country,prompt,choices,choice_countries,answer_idx,full_res,final_ans
New-ha-09_937,New-ha-09,Ethiopia,"What cooking utensil is most commonly used in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. fire
B. frying pan
C. plate
D. spatula

Answer:","{
    ""A"": ""fire"",
    ""B"": ""frying pan"",
    ""C"": ""plate"",
    ""D"": ""spatula""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Indonesia"",
    ""C"": ""Azerbaijan"",
    ""D"": ""US""
}",A,"{""answer_choice"": ""D""}",D
Jo-sp-19_2750,Jo-sp-19,Ethiopia,"What region in Ethiopia has been traditionally associated with agriculture? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. amhara
B. jigawa
C. north
D. the south of the country

Answer:","{
    ""A"": ""amhara"",
    ""B"": ""jigawa"",
    ""C"": ""north"",
    ""D"": ""the south of the country""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Northern_Nigeria"",
    ""C"": ""Iran"",
    ""D"": ""Mexico""
}",A,"{""answer_choice"": ""A""}",A
New-gr-15_1747,New-gr-15,Ethiopia,"What is the most popular traditional dessert in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. chopped meat
B. coconut laddu
C. dodol
D. faloodeh

Answer:","{
    ""A"": ""chopped meat"",
    ""B"": ""coconut laddu"",
    ""C"": ""dodol"",
    ""D"": ""faloodeh""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Assam"",
    ""C"": ""West_Java"",
    ""D"": ""Iran""
}",A,"{""answer_choice"": ""C""}",C
Ta-pe-37_1884,Ta-pe-37,Ethiopia,"What is the common symbol of New Year's Eve that is usually found in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. bosingak bell
B. eve music
C. haft-seen
D. trumpet

Answer:","{
    ""A"": ""bosingak bell"",
    ""B"": ""eve music"",
    ""C"": ""haft-seen"",
    ""D"": ""trumpet""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Ethiopia"",
    ""C"": ""Iran"",
    ""D"": ""West_Java""
}",B,"{""answer_choice"":""C""}",C
New-pe-49_64,New-pe-49,Ethiopia,"Where do families gather to pray together in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. church
B. house
C. not-applicable
D. public library

Answer:","{
    ""A"": ""church"",
    ""B"": ""house"",
    ""C"": ""not-applicable"",
    ""D"": ""public library""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Algeria"",
    ""C"": ""South_Korea"",
    ""D"": ""dummy""
}",A,"{""answer_choice"":""A""}",A
Th-en-19_2999,Th-en-19,Ethiopia,"What is a city or region in Ethiopia known for manufacturing industry? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. catalonia
B. isfahan
C. oromia
D. shenzhen

Answer:","{
    ""A"": ""catalonia"",
    ""B"": ""isfahan"",
    ""C"": ""oromia"",
    ""D"": ""shenzhen""
}","{
    ""A"": ""Spain"",
    ""B"": ""Iran"",
    ""C"": ""Ethiopia"",
    ""D"": ""China""
}",C,"{""answer_choice"":""D. shenzhen""}",D
Nu-in-40_3486,Nu-in-40,Ethiopia,"Which city is the main destination for job seekers in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. addis ababa
B. bekasi
C. guwahati
D. mexico city

Answer:","{
    ""A"": ""addis ababa"",
    ""B"": ""bekasi"",
    ""C"": ""guwahati"",
    ""D"": ""mexico city""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""West_Java"",
    ""C"": ""Assam"",
    ""D"": ""Mexico""
}",A,"{""answer_choice"": ""A""}",A
New-am-27_1288,New-am-27,Ethiopia,"Who is the most popular female sportperson in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. ana guevara
B. deraretu tulu
C. hima das
D. yuna kim

Answer:","{
    ""A"": ""ana guevara"",
    ""B"": ""deraretu tulu"",
    ""C"": ""hima das"",
    ""D"": ""yuna kim""
}","{
    ""A"": ""Mexico"",
    ""B"": ""Ethiopia"",
    ""C"": ""Assam"",
    ""D"": ""South_Korea""
}",B,"{""answer_choice"": ""B""}",B
Th-en-45_313,Th-en-45,Ethiopia,"What is the most popular weekday evening family activity in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. board games
B. conversation
C. cooking
D. dancing

Answer:","{
    ""A"": ""board games"",
    ""B"": ""conversation"",
    ""C"": ""cooking"",
    ""D"": ""dancing""
}","{
    ""A"": ""Mexico"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Northern_Nigeria"",
    ""D"": ""Ethiopia""
}",D,"{""answer_choice"":""C""}",C
New-su-58_196,New-su-58,Ethiopia,"What animals are commonly used for agriculture in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. bull
B. cow
C. ox
D. pigs

Answer:","{
    ""A"": ""bull"",
    ""B"": ""cow"",
    ""C"": ""ox"",
    ""D"": ""pigs""
}","{
    ""A"": ""Northern_Nigeria"",
    ""B"": ""Indonesia"",
    ""C"": ""Ethiopia"",
    ""D"": ""US""
}",C,"{""answer_choice"": ""B""}",B
Th-en-45_280,Th-en-45,Ethiopia,"What is the most popular weekday evening family activity in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. dancing
B. dinner
C. go grocery shopping
D. television

Answer:","{
    ""A"": ""dancing"",
    ""B"": ""dinner"",
    ""C"": ""go grocery shopping"",
    ""D"": ""television""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""US"",
    ""C"": ""Spain"",
    ""D"": ""Greece""
}",A,"{""answer_choice"": ""D""}",D
Jo-sp-19_2764,Jo-sp-19,Ethiopia,"What region in Ethiopia has been traditionally associated with agriculture? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. amhara
B. henan
C. honam
D. jigawa

Answer:","{
    ""A"": ""amhara"",
    ""B"": ""henan"",
    ""C"": ""honam"",
    ""D"": ""jigawa""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""China"",
    ""C"": ""South_Korea"",
    ""D"": ""Northern_Nigeria""
}",A,"{""answer_choice"": ""A""}",A
New-en-87_4940,New-en-87,Ethiopia,"What is the most famous historic landmark in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. gondar
B. gyeongbokgung palace
C. sate building
D. stonehenge

Answer:","{
    ""A"": ""gondar"",
    ""B"": ""gyeongbokgung palace"",
    ""C"": ""sate building"",
    ""D"": ""stonehenge""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""South_Korea"",
    ""C"": ""West_Java"",
    ""D"": ""UK""
}",A,"{""answer_choice"": ""A""}",A
Nu-in-40_3235,Nu-in-40,Ethiopia,"Which city is the main destination for job seekers in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. addis ababa
B. beijing
C. jakarta
D. seoul

Answer:","{
    ""A"": ""addis ababa"",
    ""B"": ""beijing"",
    ""C"": ""jakarta"",
    ""D"": ""seoul""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""China"",
    ""C"": ""Indonesia"",
    ""D"": ""South_Korea""
}",A,"{""answer_choice"": ""A""}",A
Th-en-45_338,Th-en-45,Ethiopia,"What is the most popular weekday evening family activity in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. dinner
B. having tea together
C. television
D. walk

Answer:","{
    ""A"": ""dinner"",
    ""B"": ""having tea together"",
    ""C"": ""television"",
    ""D"": ""walk""
}","{
    ""A"": ""US"",
    ""B"": ""Assam"",
    ""C"": ""Greece"",
    ""D"": ""Ethiopia""
}",D,"{""answer_choice"":""B""}",B
Jod-ch-41_505,Jod-ch-41,Ethiopia,"What is the common leisure activity that females in their 20s in Ethiopia engage in? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. running
B. sewing
C. travel
D. watching

Answer:","{
    ""A"": ""running"",
    ""B"": ""sewing"",
    ""C"": ""travel"",
    ""D"": ""watching""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Assam"",
    ""C"": ""China"",
    ""D"": ""Northern_Nigeria""
}",A,"{""answer_choice"": ""D""}",D
Th-en-37_132,Th-en-37,Ethiopia,"At what age do children typically become independent from their parents in Ethiopia? (Provide Arabic numerals (e.g., 12) only.) Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 20
B. 22
C. 28
D. 30

Answer:","{
    ""A"": ""20"",
    ""B"": ""22"",
    ""C"": ""28"",
    ""D"": ""30""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""Ethiopia"",
    ""C"": ""Mexico"",
    ""D"": ""China""
}",B,"{""answer_choice"":""A""}",A
New-pe-16_759,New-pe-16,Ethiopia,"What is the most famous traditional sport in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. polo
B. silat
C. soccer
D. wrestling

Answer:","{
    ""A"": ""polo"",
    ""B"": ""silat"",
    ""C"": ""soccer"",
    ""D"": ""wrestling""
}","{
    ""A"": ""Iran"",
    ""B"": ""Indonesia"",
    ""C"": ""UK"",
    ""D"": ""Ethiopia""
}",D,"{""answer_choice"": ""D""}",D
Nu-in-40_3148,Nu-in-40,Ethiopia,"Which city is the main destination for job seekers in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. addis ababa
B. jakarta
C. london
D. seoul

Answer:","{
    ""A"": ""addis ababa"",
    ""B"": ""jakarta"",
    ""C"": ""london"",
    ""D"": ""seoul""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Indonesia"",
    ""C"": ""UK"",
    ""D"": ""South_Korea""
}",A,"{""answer_choice"":""A""}",A
Ta-pe-23_355,Ta-pe-23,Ethiopia,"Which daily exercise is popular among men in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. facebook
B. play football
C. walk
D. weight lifting

Answer:","{
    ""A"": ""facebook"",
    ""B"": ""play football"",
    ""C"": ""walk"",
    ""D"": ""weight lifting""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""West_Java"",
    ""C"": ""Spain"",
    ""D"": ""Azerbaijan""
}",A,"{""answer_choice"": ""B""}",B
New-en-87_4725,New-en-87,Ethiopia,"What is the most famous historic landmark in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. angel of independence
B. axum
C. great wall
D. the alhambra

Answer:","{
    ""A"": ""angel of independence"",
    ""B"": ""axum"",
    ""C"": ""great wall"",
    ""D"": ""the alhambra""
}","{
    ""A"": ""Mexico"",
    ""B"": ""Ethiopia"",
    ""C"": ""China"",
    ""D"": ""Spain""
}",B,"{""answer_choice"": ""B""}",B
Th-en-12_2259,Th-en-12,Ethiopia,"In which sport has Ethiopia been most successful in international competitions? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. karate
B. race
C. running
D. weightlifting

Answer:","{
    ""A"": ""karate"",
    ""B"": ""race"",
    ""C"": ""running"",
    ""D"": ""weightlifting""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""Assam"",
    ""C"": ""Ethiopia"",
    ""D"": ""North_Korea""
}",C,"{""answer_choice"": ""C""}",C
New-spme-04_1304,New-spme-04,Ethiopia,"Which agricultural product is exported most often in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. dates
B. millet
C. pistachio
D. sesame

Answer:","{
    ""A"": ""dates"",
    ""B"": ""millet"",
    ""C"": ""pistachio"",
    ""D"": ""sesame""
}","{
    ""A"": ""Algeria"",
    ""B"": ""Northern_Nigeria"",
    ""C"": ""Iran"",
    ""D"": ""Ethiopia""
}",D,"{""answer_choice"": ""D""}",D
New-pe-02_2118,New-pe-02,Ethiopia,"What is the most famous edible souvenir for tourists in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. chicken stew
B. couscous
C. peking duck
D. tacos

Answer:","{
    ""A"": ""chicken stew"",
    ""B"": ""couscous"",
    ""C"": ""peking duck"",
    ""D"": ""tacos""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Algeria"",
    ""C"": ""China"",
    ""D"": ""Mexico""
}",A,"{""answer_choice"":""A""}",A
New-pe-66_217,New-pe-66,Ethiopia,"What is the most popular after school curricular in primary schools in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. clubs
B. exercise
C. painting
D. recreational camp

Answer:","{
    ""A"": ""clubs"",
    ""B"": ""exercise"",
    ""C"": ""painting"",
    ""D"": ""recreational camp""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Assam"",
    ""C"": ""China"",
    ""D"": ""Iran""
}",A,"{""answer_choice"":""A""}",A
New-su-15_626,New-su-15,Ethiopia,"What is the most popular traditional non-alcoholic drink in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. cendol
B. hibiscus tea
C. keneto
D. soda

Answer:","{
    ""A"": ""cendol"",
    ""B"": ""hibiscus tea"",
    ""C"": ""keneto"",
    ""D"": ""soda""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""Northern_Nigeria"",
    ""C"": ""Ethiopia"",
    ""D"": ""Algeria""
}",C,"{""answer_choice"": ""B""}",B
New-gr-05_638,New-gr-05,Ethiopia,"What is the most popular grab-and-go breakfast option in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. coffee
B. kimbap
C. pasta
D. rice flour

Answer:","{
    ""A"": ""coffee"",
    ""B"": ""kimbap"",
    ""C"": ""pasta"",
    ""D"": ""rice flour""
}","{
    ""A"": ""Algeria"",
    ""B"": ""South_Korea"",
    ""C"": ""Ethiopia"",
    ""D"": ""Assam""
}",C,"{""answer_choice"": ""A""}",A
New-su-88_240,New-su-88,Ethiopia,"What is the most popular music genre among the younger population in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. bank
B. pop
C. rap
D. reggaeton

Answer:","{
    ""A"": ""bank"",
    ""B"": ""pop"",
    ""C"": ""rap"",
    ""D"": ""reggaeton""
}","{
    ""A"": ""Greece"",
    ""B"": ""UK"",
    ""C"": ""Ethiopia"",
    ""D"": ""Mexico""
}",C,"{""answer_choice"": ""C""}",C
Jo-sp-19_2701,Jo-sp-19,Ethiopia,"What region in Ethiopia has been traditionally associated with agriculture? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. amhara
B. assam
C. honam
D. yorkshire

Answer:","{
    ""A"": ""amhara"",
    ""B"": ""assam"",
    ""C"": ""honam"",
    ""D"": ""yorkshire""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Assam"",
    ""C"": ""South_Korea"",
    ""D"": ""UK""
}",A,"{""answer_choice"": ""A""}",A
Jo-sp-19_2488,Jo-sp-19,Ethiopia,"What region in Ethiopia has been traditionally associated with agriculture? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. amhara
B. assam
C. midwest
D. mitidja

Answer:","{
    ""A"": ""amhara"",
    ""B"": ""assam"",
    ""C"": ""midwest"",
    ""D"": ""mitidja""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Assam"",
    ""C"": ""US"",
    ""D"": ""Algeria""
}",A,"{""answer_choice"": ""A""}",A
New-in-33_1108,New-in-33,Ethiopia,"What region in Ethiopia is usually associated with mining? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. asturias
B. benshangul region
C. lidu
D. yorkshire

Answer:","{
    ""A"": ""asturias"",
    ""B"": ""benshangul region"",
    ""C"": ""lidu"",
    ""D"": ""yorkshire""
}","{
    ""A"": ""Spain"",
    ""B"": ""Ethiopia"",
    ""C"": ""Assam"",
    ""D"": ""UK""
}",B,"{""answer_choice"": ""B""}",B
Ta-pe-17_846,Ta-pe-17,Ethiopia,"In the Olympic Games, which sport is the most popular in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. badminton
B. running
C. swimming
D. wrestling

Answer:","{
    ""A"": ""badminton"",
    ""B"": ""running"",
    ""C"": ""swimming"",
    ""D"": ""wrestling""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""Ethiopia"",
    ""C"": ""UK"",
    ""D"": ""Azerbaijan""
}",B,"{""answer_choice"":""B""}",B
Sa-en-7_773,Sa-en-7,Ethiopia,"What are popular snacks in Ethiopia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. crisps
B. injera firfir
C. jawbreaker
D. tostadas

Answer:","{
    ""A"": ""crisps"",
    ""B"": ""injera firfir"",
    ""C"": ""jawbreaker"",
    ""D"": ""tostadas""
}","{
    ""A"": ""UK"",
    ""B"": ""Ethiopia"",
    ""C"": ""North_Korea"",
    ""D"": ""Mexico""
}",B,"{""answer_choice"":""B""}",B
Th-en-19_3025,Th-en-19,Ethiopia,"What is a city or region in Ethiopia known for manufacturing industry? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. cikarang
B. isfahan
C. kano
D. oromia

Answer:","{
    ""A"": ""cikarang"",
    ""B"": ""isfahan"",
    ""C"": ""kano"",
    ""D"": ""oromia""
}","{
    ""A"": ""West_Java"",
    ""B"": ""Iran"",
    ""C"": ""Northern_Nigeria"",
    ""D"": ""Ethiopia""
}",D,"{""answer_choice"": ""C""}",C
